Observación;MUESTRA;PROYECTO;TIPO PELIGRO;PELIGRO ESPECIFICO;LONGITUD;LATITUD
432;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.87866488;-15.59434261
433;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.12027017;-14.54239996
434;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.66962572;-14.18567324
435;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.67704454;-14.39671746
436;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.47930177;-14.05862281
437;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.13792164;-14.49286096
438;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-73.51522969;-14.12551869
439;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-75.01951571;-14.05662634
440;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-74.27217666;-14.04431984
441;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-72.39047178;-15.4582591
442;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-72.31864713;-15.72097971
443;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-72.85930996;-15.18646605
444;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-72.64890208;-15.85966755
445;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-72.4522616;-15.86857114
446;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-72.48032154;-15.93625896
447;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-72.10197947;-15.70264913
448;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-72.55995213;-14.26182659
449;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-72.092892;-14.39136369
450;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Lodo;-72.25837733;-15.51744814
451;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Lodo;-75.67218948;-13.93533248
452;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.85180447;-15.27511443
453;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.47532792;-15.78626152
454;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-75.0233479;-14.03280946
455;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-75.02219103;-14.04110106
456;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.05662037;-15.61624123
457;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.37219228;-15.77195497
458;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.7422382;-15.05439679
459;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.71714998;-14.76897486
460;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.94380099;-14.15069268
461;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.97774441;-14.13392552
462;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.48205626;-15.71646833
463;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.08602285;-15.77303796
464;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.49615706;-15.67598095
465;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.12753162;-15.6954279
466;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.47226941;-15.76959613
467;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.4311556;-15.72848494
468;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.23198067;-15.55561178
469;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.3084523;-14.1472902
470;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.09836597;-16.30974961
471;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.07045053;-16.25017139
472;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.05928484;-16.21525072
473;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.07055373;-16.23689846
474;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.46430749;-16.31035307
475;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-71.93605557;-16.47267215
476;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-71.53809299;-16.38755299
477;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-71.47828435;-16.54092207
478;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación;-69.02808946;-16.3531526
479;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Alud;-69.44104148;-14.61237687
480;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Alud;-69.4132155;-14.62779807
481;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Arenamiento;-69.81670701;-15.63307497
482;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.03323274;-15.82875044
483;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.86656236;-14.91901331
484;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-70.87172526;-14.95790524
485;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.46055007;-14.61731186
486;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.13922495;-13.73100438
487;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.0152512;-13.77525776
488;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.00636982;-13.78217456
489;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.04788928;-13.65719198
490;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.17362064;-12.36081372
491;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.10790087;-12.35899148
492;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.1926839;-12.2953436
493;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.1836865;-12.29418921
494;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.17319776;-12.29882745
495;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.16671122;-12.29577206
496;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.15402412;-12.28556375
497;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.14620595;-12.29547899
498;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.15618767;-12.35969485
499;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.21550207;-12.41429893
500;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.20442115;-12.44899456
501;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.24672899;-12.47362071
502;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.24866912;-12.3032309
503;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.43546194;-12.27134993
504;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.0260026;-12.61867338
505;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.00851344;-12.78415999
506;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.37598938;-12.04057177
507;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.36532813;-12.05129307
508;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.14332925;-12.1676295
509;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.0926127;-13.67323597
510;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.21303925;-13.59953441
511;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.00604871;-13.58771012
512;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.20870996;-13.66996297
513;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.29075748;-13.59697393
514;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.32631297;-13.60837477
515;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.14703515;-13.59607128
516;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.54599327;-12.71577793
517;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.90532007;-12.78477613
518;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.89978676;-12.79770536
519;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.85789052;-12.78034194
520;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.9726732;-12.61950732
521;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.90081061;-12.79069662
522;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.95441496;-12.84562626
523;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.79213064;-12.93939804
524;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.79889751;-12.92505493
525;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-74.32639094;-13.10083479
526;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-73.81389112;-13.78166551
527;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-74.29083762;-13.22000318
528;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-75.8250001;-12.26476195
529;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-75.83510812;-12.26292289
530;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-75.8154406;-12.14543068
531;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-75.79212257;-12.33900656
532;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-75.83629928;-12.34882116
533;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-74.49761892;-12.95187217
534;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.20624037;-12.60352045
535;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.21372601;-12.60383107
536;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.20998832;-12.60432235
537;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.33232925;-12.64468303
538;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.34572264;-12.65466734
539;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.43939488;-12.58463797
540;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.06133839;-13.46567748
541;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.40901618;-13.39727348
542;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.43443755;-13.38874944
543;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.4427362;-13.35089338
544;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.41849342;-13.32274984
545;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.4249568;-13.3227391
546;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.43454899;-13.33750695
547;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.44349284;-13.36068478
548;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.44166562;-13.37153863
549;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.44951885;-13.35834126
550;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.46470001;-13.34346657
551;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.47577654;-13.34118547
552;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.4748655;-13.34751672
553;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.46484975;-13.35416322
554;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación;-70.8989276;-16.77379868
555;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.12473696;-16.33526039
556;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.18215109;-16.44002574
557;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.16448941;-16.41256003
558;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.1322527;-16.35215956
559;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.07045053;-16.25017139
560;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.05928484;-16.21525072
561;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.07055373;-16.23689846
562;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-72.46430749;-16.31035307
563;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-71.93605557;-16.47267215
564;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-71.53809299;-16.38755299
565;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación Fluvial;-71.53696873;-16.36575285
566;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Inundación;-69.02808946;-16.3531526
567;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Vuelco;Vuelco de Bloque;-69.97322117;-17.79011846
568;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Vuelco;Vuelco de Bloque;-71.8284778;-16.14214536
569;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Vuelco;Vuelco de Bloque;-70.45618835;-17.44464335
570;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-78.5840835;-7.28890192
571;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.60858471;-7.277282581
572;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.55209228;-7.296140802
573;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-78.84223729;-7.217439137
574;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.62705723;-7.301692792
575;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.65647145;-7.206580815
576;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Reptacion;Reptación de Suelo;-78.79785875;-6.975423054
577;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-79.02628127;-7.088538478
578;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Otro Peligro;Erosión Fluvial;-79.0577233;-7.240041625
579;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-79.16264728;-7.111240137
580;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Otro Peligro;Erosión Fluvial;-79.18140957;-7.134550765
581;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-79.18657475;-7.156098865
582;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-79.22558015;-7.135455013
583;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;Flujo de Lodo;-79.49721364;-7.309652956
584;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-79.018368;-7.16932808
585;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Otro Peligro;Erosión de Ladera;-78.47986784;-7.31137807
586;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-79.50441335;-7.309803493
587;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.51276525;-7.254805035
588;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.53529797;-7.280278665
589;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.60568159;-7.261450451
590;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-78.56719834;-7.287961793
591;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.58000796;-7.289332018
592;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.64528036;-7.251173138
593;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-78.61536135;-7.27099157
594;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.54330861;-7.296816121
595;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-78.67024674;-7.255911526
596;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-78.65800101;-7.252233126
597;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.77998075;-7.213651429
598;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-78.86990237;-7.224620113
599;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;Flujo de Lodo;-78.82520952;-7.191170799
600;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;Flujo de Lodo;-78.87925295;-7.081562699
601;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-78.80069585;-7.314902186
602;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-78.83522872;-7.342513522
603;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.50308173;-7.324955059
604;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Otro Peligro;Erosión de Ladera;-78.7559927;-7.121660435
605;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.90684487;-7.083495723
606;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.86093122;-7.071083032
607;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-78.94232048;-7.206637215
608;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.43811962;-13.39216104
609;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.01382748;-13.07822141
610;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.06054502;-13.06016553
611;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.35476051;-13.23764974
612;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.28450857;-13.01303986
613;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.25718058;-13.04556754
614;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.25626995;-13.04796474
615;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.22281622;-13.18018006
616;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.29323917;-13.25962856
617;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.31635964;-13.27829158
618;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.32238222;-13.30883823
619;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.3469813;-13.34938784
620;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.34173253;-13.35998353
621;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.38235867;-13.40795797
622;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.40555385;-13.31508489
623;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.60326914;-13.59885348
624;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.64300991;-13.60983025
625;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.72414628;-13.64359491
626;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.73148398;-13.64860054
627;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.78724773;-13.68058149
628;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.85526705;-13.71426095
629;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.51357026;-13.5875622
630;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.94912791;-13.38550074
631;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.97478383;-13.04338817
632;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.99754633;-13.07412544
633;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.65856332;-13.06095095
634;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.71486977;-13.03248077
635;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.7922653;-13.01195522
636;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.79665859;-13.0301073
637;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.948126;-7.20192623
638;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-78.77322561;-7.216086247
639;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Mov. Complejo;;-78.77823723;-7.106401061
640;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Caída de Roca;-78.93377493;-7.132433179
641;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.74144973;-6.890694916
642;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.78796392;-6.947897026
643;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.80996227;-7.284177178
644;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.75862899;-7.230142976
645;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-79.33441058;-7.322716511
646;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.81560266;-7.146352507
647;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.63062791;-7.268179396
648;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Otro Peligro;Erosión de Ladera;-78.85434214;-7.012348549
649;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.84425344;-7.004564346
650;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.59559228;-7.28643262
