Observación;MUESTRA;PROYECTO;TIPO PELIGRO;PELIGRO ESPECIFICO;LONGITUD;LATITUD
1232;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.69078335;-7.222392436
1233;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.85130456;-6.960301822
1234;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.85044738;-6.969735435
1235;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.84489967;-6.976092199
1236;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.84228069;-6.955288897
1237;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.81734408;-6.997208514
1238;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Reptacion;Reptación de Suelo;-78.77579916;-6.953173273
1239;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.83198493;-6.931738736
1240;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.79827482;-6.979311958
1241;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.79124783;-6.97494019
1242;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.73593139;-6.993054507
1243;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Otro Peligro;Erosión de Ladera;-78.71334125;-7.236245144
1244;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Reptacion;Reptación de Suelo;-78.84703308;-7.0041251
1245;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Otro Peligro;Erosión de Ladera;-78.97542792;-7.042963842
1246;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.746633;-7.276182953
1247;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.73667112;-7.277037167
1248;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Flujo;;-78.68559237;-7.246418052
1249;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.67908102;-7.254149044
1250;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.68320891;-7.287613138
1251;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Otro Peligro;Erosión de Ladera;-78.68518303;-7.343662882
1252;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.65481656;-7.26414749
1253;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.6519813;-7.269781857
1254;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Otro Peligro;Erosión de Ladera;-78.62571353;-7.255997176
1255;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.62469324;-7.303668774
1256;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.6471343;-7.296646026
1257;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.64257198;-7.355190932
1258;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.64987822;-7.325854447
1259;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.58092668;-7.286806297
1260;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.55384752;-7.272923112
1261;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Caida;Derrumbe;-78.55591932;-7.258021857
1262;Peligros;Estudio Geoambiental de la Cuenca del Río Jequetepeque;Deslizamiento;Deslizamiento Rotacional;-78.52047873;-7.251051425
1263;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-70.95308422;-9.982406222
1264;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-70.83349939;-9.960485008
1265;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-70.65624386;-9.70916483
1266;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-70.64910707;-9.740481716
1267;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-70.66424914;-9.669345091
1268;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-70.63845735;-9.611605003
1269;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-70.62162083;-9.61530093
1270;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-70.63561586;-9.589015251
1271;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Derrumbe;-70.58987446;-9.547637311
1272;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-70.5562833;-9.572201607
1273;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-70.57030328;-9.550438671
1274;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-70.53320258;-9.503587127
1275;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-70.51954699;-9.505003042
1276;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-70.81805007;-9.804171847
1277;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Derrumbe;-70.683672;-9.727113068
1278;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-77.37371808;-8.876949871
1279;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;Avalancha de Roca;-77.35368078;-8.889883413
1280;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-77.30984381;-8.928117731
1281;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.31017486;-8.927284166
1282;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;;-77.345498;-8.81763186
1283;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;Flujo de Lodo;-77.34542268;-8.948681631
1284;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-77.33411376;-8.885487527
1285;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-77.42979411;-8.855956631
1286;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Mov. Complejo;;-77.42952884;-8.829361378
1287;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.40395688;-8.865161136
1288;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Reptacion;Reptación de Suelo;-77.41657181;-8.848812348
1289;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-77.43602238;-8.904717596
1290;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Reptacion;Reptación de Suelo;-77.45458943;-8.826875642
1291;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento;-77.40948812;-8.705839227
1292;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.47902915;-8.813159356
1293;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Mov. Complejo;;-77.47513616;-8.636057491
1294;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.64922299;-8.533690355
1295;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Reptacion;Reptación de Suelo;-77.65409365;-8.516036876
1296;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-77.67247272;-8.548439888
1297;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-77.51198504;-8.849991487
1298;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-77.50774125;-8.751445721
1299;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-77.53104108;-8.712504826
1300;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-77.55166045;-8.672605757
1301;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-77.57293987;-8.596556274
1302;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.59393206;-8.612680824
1303;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-77.50761725;-8.604216997
1304;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.56947906;-8.621881688
1305;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-77.58736196;-8.581097677
1306;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-77.55077676;-8.67622632
1307;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento;-77.57189802;-8.576682883
1308;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Reptacion;Reptación de Suelo;-77.56160957;-8.53156831
1309;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.64144461;-8.131473695
1310;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.66866817;-8.141446679
1311;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.64423878;-8.050520308
1312;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.61699554;-8.068586457
1313;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-74.67774963;-8.136479043
1314;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-74.67772646;-8.165424142
1315;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-70.97160227;-10.02885065
1316;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Derrumbe;-70.99127332;-10.03912849
1317;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-70.9596677;-10.01581399
1318;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-75.15299093;-8.438278147
1319;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-75.20529342;-8.410629883
1320;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-75.06627247;-8.176401554
1321;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Derrumbe;-75.43782884;-8.976981404
1322;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-75.4710904;-8.858127485
1323;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.89149697;-8.235187834
1324;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.95141211;-8.326558358
1325;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.98092671;-8.355506157
1326;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.83111101;-8.248735089
1327;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.85019216;-8.2139178
1328;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-74.58182355;-8.349505907
1329;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.61655796;-8.289128047
1330;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-74.63442779;-8.270728688
1331;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-74.63832073;-8.263568381
1332;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.63322919;-8.260895396
1333;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-74.61802041;-8.279252055
1334;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-74.61006643;-8.287873515
1335;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-74.59470826;-8.317001849
1336;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-74.58458149;-8.343783216
1337;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.56494561;-8.336091865
1338;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-76.91916274;-9.794122853
1339;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Mov. Complejo;;-76.93482084;-9.787904983
1340;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Arenamiento;-77.91718874;-10.46163079
1341;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;Flujo de Lodo;-77.98074566;-10.40431623
1342;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-77.9726639;-10.00797909
1343;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-77.95686875;-10.01076673
1344;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-77.94282443;-10.00765752
1345;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-77.60324688;-10.01152125
1346;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;;-77.59507232;-10.02672015
1347;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;;-77.60567325;-10.02997124
1348;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.63710693;-10.08398996
1349;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.62389935;-10.06194002
1350;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.59554999;-10.09335522
1351;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.62275698;-10.09991658
1352;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-77.6482126;-8.518787828
1353;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.62069049;-8.608884743
1354;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-77.55960153;-8.665151618
1355;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;Flujo de Tierra;-77.51382405;-8.581584188
1356;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-77.90880118;-8.227830138
1357;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;Avalancha de Roca;-77.75332104;-8.235251182
1358;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-77.69013115;-8.477387064
1359;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-77.53276268;-10.17144608
1360;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.4741867;-10.08695067
1361;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-77.10464948;-10.18139397
1362;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.31687432;-10.39553863
1363;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Mov. Complejo;;-76.94542374;-10.04811493
1364;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Mov. Complejo;;-78.13228285;-8.500063225
1365;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-78.00650106;-8.669124652
1366;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.24366421;-8.659888288
1367;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.34613892;-8.678233834
1368;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-74.59466847;-8.33802283
1369;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.86832339;-8.296237442
1370;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-74.52862289;-8.392835491
1371;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-75.51621869;-9.255582983
1372;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-74.03853551;-9.927960068
1373;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-74.17727093;-8.723663827
1374;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Derrumbe;-74.45871577;-8.421933855
1375;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-74.02848828;-10.23721197
1376;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Derrumbe;-74.31370994;-9.399554523
1377;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-70.52596513;-9.525811579
1378;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-75.1563691;-8.435201404
1379;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-75.01362326;-8.340581474
1380;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-75.04266786;-8.169620627
1381;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Derrumbe;-75.26480588;-8.848217991
1382;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Derrumbe;-75.38834261;-8.945216761
1383;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-74.5030052;-8.409808712
1384;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-74.52123216;-8.375622846
1385;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.53856628;-8.395036169
1386;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-75.79470405;-9.168376648
1387;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-75.79163632;-9.164024076
1388;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-75.78681178;-9.142943521
1389;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-75.78852683;-9.136536502
1390;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-75.78779748;-9.135941168
1391;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-75.7763278;-9.147216891
1392;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento;-77.12016625;-10.33182251
1393;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-76.91827678;-10.23003476
1394;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-78.16761225;-8.691856772
1395;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-78.55996319;-8.893394687
1396;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-77.38716369;-9.479819089
1397;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-77.41179373;-8.812693222
1398;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.60954541;-10.10679823
1399;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.61134064;-10.11004586
1400;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.5881537;-10.12734279
1401;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.56922842;-10.1475962
1402;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.57105053;-10.15535279
1403;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-77.57044984;-10.15664964
1404;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-77.5615482;-10.17835141
1405;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.55770015;-10.18762532
1406;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-77.55366031;-10.05630927
1407;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-77.61711794;-10.31582095
1408;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.61461166;-10.3117572
1409;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-77.61250459;-10.30962379
1410;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-77.5980847;-10.29138867
1411;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-78.43699336;-8.738496466
1412;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-78.05906051;-9.844622511
1413;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.17346551;-9.092403827
1414;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-78.13541519;-9.432424006
1415;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;Avalancha de Roca;-76.95249491;-9.889238132
1416;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Mov. Complejo;;-76.98613879;-9.868765546
1417;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-76.96518785;-9.871320034
1418;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-76.98810454;-10.30681142
